category,review
товары для детей,"Автокресло пришло с неправильным регулированием — невозможно установить в положение для сна. Закрытие ремней не работает, а в инструкции сказано, что оно должно быть безопасным. Ставлю 1 звезду: не рекомендую даже для детей 1 года."
товары для детей,"Игрушка с роботом-помощником — в восторге от неё! Ребёнок каждый день просыпается с улыбкой, говорит, что он «друг» и помогает ему учиться. Мама тоже рада, что всё работает!"
товары для детей,"Мебель из дерева, не скрипит, отлично подходит для детской."
товары для детей,"Коляска пришла с серьезными дефектами: одна из опор резко изогнулась, а ручка не скользит по руке. Проверял в магазине — не вижу такой модели. По отзывам думал, что качественная, а получилось, что это китайский подделок. Надо срочно отменить заказ."
товары для детей,"Коляска пришла в срок — через 4 дня после заказа. Упаковка была надёжной, без повреждений. Цвет — серо-бежевый, как на фото, размер — для детей до 12 кг. Все детали качественные, удобно складывать, ребёнок уже с удовольствием садится в неё."
товары для детей,"Коляска удобная, легко складывается, детям понравилось."
товары для детей,"Коляска пришла с серьезными дефектами — одна из опор резко изогнулась, после первой поездки на улице она не удерживала ровную позицию. Стоит дорого, а качество — на уровне бюджетного товара, не выдерживает нагрузки."
товары для детей,"Одежда мягкая, не вызывает аллергии, ребенок носит каждый день."
товары для детей,"Детская мебель (шкаф для одежды) пришла с небольшой задержкой — 7 дней. Упаковка была в коробке из плотного картона, цвет — бежевый, как указано в описании. Размер 60x40 см — идеально подходит для детской комнаты."
товары для детей,"Игрушка для малышей — волшебная! Малыш смотрит на неё часами, не отрывается. Всё сделано из безопасных материалов, никакого запаха — только радость!"
товары для детей,"Коляска пришла через 4 дня, упаковка надежная, без повреждений. Цвет — серый, как на фото, размер соответствует возрасту малыша (от 0 до 1 года). Удобная, хорошо справляется с дорогой, детали легко чистить."
товары для детей,"Игрушка для малышей — мягкая, с безопасными элементами. В комплекте есть инструкция, детали не вылезают. Упаковка в пластике, но не слишком жесткая."
товары для детей,"Коляска пришла с серьёзными дефектами: одна из колёс не вращается, а на переднем стояке — трещина в металлическом каркасе. За такие деньги не ожидал такого качества. Доставка была задержана на 5 дней, а возврат оформить невозможно — не прошло 14 дней."
товары для детей,"Детская мебель (шкаф для одежды) пришла вовремя — 5 дней после заказа. Упаковка из коробки с визуальной разметкой, цвет — бежевый, как в описании. Размер 60x40x100 см — подходит для детской комнаты площадью 10 м². Никаких дефектов, всё чисто и аккуратно."
товары для детей,"Детская мебель (кровать) пришла с небольшой задержкой — через 7 дней. Упаковка была плотной, без сколов. Цвет — светло-зелёный, как указано в описании, размер — 150x80 см, подходит для детской комнаты площадью 10 м². Надёжная, но немного тяжеловата для перемещения."
товары для детей,"Игрушка качественная, ребёнок каждый день играет с ней."
товары для детей,"Новая детская мебель — настоящий шедевр! Дети с радостью сидят на диване, всё очень безопасно и красиво. У нас теперь спокойная и уютная атмосфера в детской — просто волшебство!"
товары для детей,"Товары для ухода (масло для кожи) — упаковка из перфорированной пленки, не проникает влагой. Цвет — прозрачный с зелёным оттенком, как указано. Размер — 100 мл, подходит для малышей от 6 месяцев. Доставка была через 5 дней, всё в порядке."
товары для детей,"Игрушка для детей 3-5 лет — пластика разбивается при первом контакте с твёрдым объектом. В упаковке — трещины, а в описании написано, что «высокая прочность». Доставка прошла с задержкой на 7 дней, а возврат невозможен — не указано, что товар не подходит по возрасту."
товары для детей,"Игрушка (пазл) не вписывается в возрастную категорию: слишком сложная для 3-летнего ребёнка, а в описании написано «для детей 2-4 лет». Кроме того, в комплекте не было деталей, которые упоминались в описании. Качество — бедное, пазлы трескаются при сжатии."
товары для детей,"Одежда для малыша — вязаный свитер, цвет близок к описанию. Ткань приятная на ощупь, не шуршит, упаковка с ленточным креплением, не сломалась при транспортировке."
товары для детей,"Автокресло — фиксация на уровне, сиденье не скользит. Всё как указано в описании, упаковка чистая, без следов влаги. Доставка прошла без замечаний."
товары для детей,"Коляска пришла вовремя, очень прочная и комфортная! Дети с первого дня улыбаются, когда садятся в неё — спокойно и без страха. Удобные ручки, хорошее сиденье, не скользит. Всё на высшем уровне, посоветовала другим родителям!"
товары для детей,"Автокресло доставили быстро, упаковано аккуратно, регулировка высоты сиденья работает плавно, есть инструкция на русском."
товары для детей,"Коляска пришла в срок, очень удобная и надёжная! Дети с удовольствием садятся в неё, даже на улице не боится дождя — спасибо за качественный товар!"
товары для детей,"Автокресло превзошло все ожидания! Очень безопасно, удобно для сидения, и ребёнок даже не заметил, что сидит — всё спокойно, без напряжения. Родители теперь спят спокойнее!"
товары для детей,"Автокресло пришло с неисправной системой подогрева, а также не влезает в багажник — не хватает места для погрузки. Дети не могут садиться, потому что регулировка не работает, и это очень опасно."
товары для детей,"Одежда пришла без пятен, цвет соответствует фотографии. Ткань мягкая, не скользит на теле ребёнка, в комплекте — 2 вещи, как указано."
товары для детей,"Детская одежда пришла быстро и без дефектов! Ткань очень мягкая, не стирается и не раздражает кожу. Малыш уже носит её каждый день — он в восторге от нового наряда!"
товары для детей,"Одежда для малыша — идеально подошла! Ткань мягкая, не мнётся, не вызывает аллергии. Мама в восторге — ребёнок каждый день носит её, и даже на прогулках смеётся от комфорта!"
товары для детей,"Коляска пришла с серьезными дефектами — одна из колес не вращается, а стойка изогнута. Заказывал для новорожденного, а на деле — только для младенцев с очень слабым телом. Доставка была в два раза дольше, чем указано в описании. Не рекомендую."
товары для детей,"Автокресло упаковано в защитную пленку, все компоненты в комплекте. Регулировка высоты сиденья выполнена точно, как указано в описании."
товары для детей,"Автокресло пришло с небольшой задержкой — 6 дней. Упаковка была аккуратной, без повреждений. Цвет — чёрный, как указано. Размер — для детей от 9 месяцев до 12 кг. Все элементы собраны правильно, регулировка сиденья работает без усилий. Ребёнок в нём спокоен."
товары для детей,"Коляска пришла с серьезными дефектами: ручка отсутствует, а подножка сломана. Заказывал в интернете по лучшей цене, а получила — бракованная модель. Доставка была вовремя, но товар не соответствует описанию, особенно в части прочности и безопасности."
товары для детей,"Игрушка из лёгкого пластика, без запаха, ребёнок каждый день просит играть. Очень умная и мультифункциональная — он учится двигаться и разговаривать с ней. Счастье налицо!"
товары для детей,"Автокресло надёжное, прошло тестирование, легко устанавливается."
товары для детей,"Новая детская кроватка — настоящий шедевр! Сделана из натуральных материалов, очень мягкая, ребёнок спит спокойно, никаких прыжков и борьбы с кроваткой. Теперь у нас в доме полно света и уюта!"
товары для детей,"Игрушка пришла в хорошем состоянии, цвет соответствует фото. Упаковка не проникает влагой, что важно для ухода за ней."
товары для детей,"Игрушка для детей (мягкая плюшевая кошка) — отличный выбор! Упаковка прозрачная, видно, что внутри всё чистое. Цвет — оранжевый, как на картинке, размер — 20 см, ребёнок с удовольствием играет."
товары для детей,"Коляска пришла в срок, упаковка надежная, детали собраны правильно, сиденье регулируется по высоте и уголку, все как указано в описании."
товары для детей,"Детская мебель (диван для малышей) — не выдерживает веса, после одного использования выдавила спинку. Размеры указаны неверно: заказывала для ребёнка 1,5 года, а получила модель для детей от 3 лет. Нет никакой устойчивости, при сидении ребёнка он проваливается."
товары для детей,"Детская одежда качественная, не мнётся, подошла по размеру."
товары для детей,"Одежда для малыша — трикотаж, ткань мягкая, не вызывает раздражения. Размер соответствует, как указано в описании. Упаковка в коробке с внутренними вкладышами."
товары для детей,"Автокресло пришло с опозданием — через 10 дней. Упаковка была в коробке из плотного картона, всё целое. Цвет — белый, размер 12-36 месяцев — подходит по возрасту. Срок доставки был указан как 5 дней, но уточнили в службе поддержки — задержка из-за перегруженности логистики."
товары для детей,"Коляска пришла с серьёзными дефектами — одна из колёс не вращается, а в салоне не выдерживает нагрузки. Покупала по рекомендации, а теперь везде плачу, так как не может ехать по неровной дороге. Доставка была вовремя, но качество — полное разочарование."
товары для детей,"Мебель для детской (шкаф) пришла с запозданием — 12 дней, упаковка плотная, цвет — светло-зелёный, как указано. Размер 60x40 см, подходит под диван, но стоял не устойчиво из-за небольшой ножки."
товары для детей,"Детская мебель (диван-кровать) не соответствует описанию: размеры на 15 см меньше, чем указано, и подушка упала с края сразу после установки. Структура непрочная, дырки в тканях — явно не прошел контроль качества."
товары для детей,"Коляска удобная, хорошо держит ребенка, легко складывается."
товары для детей,"Детская одежда идеально подошла по размеру и ткани — малыша очень тепло, не скользит и не портится. Спасибо за качественный и приятный выбор!"
товары для детей,"Игрушка для малышей — плюшевая зверушка — пришла вовремя (через 3 дня). Упаковка прозрачная, внутри было всё чисто и аккуратно. Цвет — оранжевый, как указано в описании, размер — 20 см. Ребёнок не отказался от неё, даже смотрит на неё каждый день."
товары для детей,"Автокресло пришло с трещинами на панели и не вращается в нужной стороне — по инструкции должно быть удобно, но на деле не справляется с поворотами. Размер указан как «для детей от 1 года», но на деле не подходит для малыша весом 10 кг. Проблема с функцией — критичная."
товары для детей,"Коляска пришла вовремя, очень удобная и стильная! Дети любят сидеть в ней, и она отлично справляется с любыми погодными условиями. Уже стала незаменимой в поездках — спасибо за качественный продукт!"
товары для детей,"Коляска пришла через 4 дня, упаковка надежная, цвет — серый с бежевыми акцентами, как на фото. Размер подходит для города и парков, все детали качественные, ребенок сидит комфортно."
товары для детей,"Автокресло прошло тестирование на устойчивость, регулировка спинки и головного упора работает плавно, упаковка в коробке с ручкой, удобна для транспортировки."
товары для детей,"Автокресло прочное, прошло тестирование, безопасно."
товары для детей,"Товары для ухода за детьми (мыло и гель) — плохой запах, не справляются с жиром. После 2 дней использования появился резкий запах, как из стиральной машины. Упаковка не герметичная, продукт быстро высыхает. Надо было выбирать другие бренды — это не подходит для чувствительной кожи малыша."
товары для детей,"Одежда качественная, не мнется, хорошо подходит на прогулку."
товары для детей,"Автокресло — просто чудо! Безопасно, удобно, легко регулируется. Малыш спокоен в машине, не плачет, а наоборот, смеётся. Очень доволен покупкой!"
товары для детей,"Детская одежда пришла без дефектов, очень мягкая и приятная к телу. Мама не может не улыбаться — ребёнок уже в восторге от нового платья!"
товары для детей,"Игрушка выполнена из безопасных материалов, не имеет острых кромок, цвет соответствует фото, в комплекте есть инструкция по игре."
товары для детей,"Детская мебель (диван-кровать) пришла с небольшой задержкой — через 8 дней. Упаковка была плотной, детали в порядке. Цвет — бежевый, как указано в описании, размер 120x80 см — идеально подходит для детской комнаты. Удобная, но немного тяжеловата при сборке."
товары для детей,"Детская одежда (пижама) пришла вовремя, упаковка из коробки с мягкой фольгой, цвет — фиолетовый, как указано в описании. Размер 36-38, подошел, ткань приятная, не шелушится."
товары для детей,"Игрушка упакована в коробку с защитным материалом, детали собраны правильно, вес умеренный, как указано в описании."
товары для детей,"Новая детская кроватка — настоящий шедевр! Ребёнок уже спит спокойно, без боязни падений. Доступная цена, красивый дизайн, очень удобная конструкция. Удивлена, как всё сидит на месте — спасибо за качественный продукт!"
товары для детей,"Товары для ухода за детьми (мыло и гель) пришли с небольшой задержкой — через 7 дней. Упаковка из толстой пластика, цвет — бежевый, как в описании. Размер упаковки — 100 мл, как указано. Мыло приятного аромата, не раздражает кожу, детям понравилось."
товары для детей,"Игрушка из пластика, без запаха, ребёнок играет каждый день."
товары для детей,"Коляска пришла в срок, упаковка плотная, детали собраны правильно. Ручка удобная, сиденье хорошо фиксируется, подходит для городской эксплуатации."
товары для детей,"Автокресло пришло с огромным восторгом — ребёнок сразу в него влез, а я в восторге от удобства и безопасности. Очень хорошо сидит, легко регулируется, даже на ходу не скользит. Теперь я спокойна, когда езжу с детьми — всё в порядке!"
товары для детей,"Детская мебель (диван-кровать) пришла с небольшой задержкой — 7 дней. Упаковка была хорошо защищена, цвет — бежевый, как указано в описании. Размер 140x80 см, подходит для детской комнаты площадью 15 кв. м."
товары для детей,"Детская мебель изготавливается из натуральной древесины, поверхность гладкая, без дефектов, упаковка плотная, не проливалась вода при транспортировке."
товары для детей,"Игрушка для малышей (кушетка-игрушка) — очень крутая, упаковка из экологичного материала, цвет — фиолетовый, размер 20 см. Ребёнок с первого взгляда влюбился. Доставка — 5 дней, как и обещали."
товары для детей,"Коляска пришла вовремя — через 4 дня после заказа. Упаковка была надёжной, нет потертостей. Цвет — светло-серый, как на фото. Размер подходит для детей от 1 года, удобная регулировка сиденья. Ребёнок смотрит на неё с интересом, всё работает стабильно."
товары для детей,"Игрушка для малышей (шарик с музыкой) — цвета яркие, как в фото: розовый и голубой. Упаковка пластиковая, но не слишком тяжелая. Размер 10 см — подойдёт для детей до 2 лет. Доставка была в срок — 4 дня. Ребёнок с удовольствием играет."
товары для детей,"Автокресло не прошло тестирование на безопасность: при торможении детская часть смещалась на 4 см. Руководство по установке не соответствует реальным условиям, а в поставке не было ни одного крепления, которые нужно было бы использовать. Надо было смотреть на реальные отзывы перед покупкой."
товары для детей,"Детская одежда (рубашка) пришла через 7 дней. Упаковка — полипласт, цвет — голубой, как указано в описании. Размер — 12 месяцев, немного больше, чем ожидаемый, но подошла. Ткань мягкая, не раздражает кожу, хорошо держит форму."
товары для детей,"Коляска удобная, хорошо удерживает ребенка, отлично справляется с ровной и неровной дорогой."
товары для детей,"Коляска пришла вовремя, упаковка плотная, детали собраны правильно. Ручки удобные, колеса легко вращаются, материал смотрится прочным."
товары для детей,"Масло для ухода за кожей — хорошо снимает сухость, ребёнок не жалуется."
товары для детей,"Одежда тёплая, хорошо сидит, ребенок не скучает."
товары для детей,"Одежда для малышей — слишком тонкая, не выдерживает даже легкого дождя. Светло-жёлтый цвет быстро теряется под солнцем. Размеры указаны с ошибкой — заказывала 10 месяцев, а получила 12 месяцев. Дети не носят, так как мешает влажность и неудобно сидеть в ней."
товары для детей,"Игрушка из мягкого материала, ребёнок не скучает, играет каждый день."
товары для детей,"Автокресло — идеальный выбор! Безопасное, удобное и очень красиво. Проверили по всем критериям — всё отлично. Дети теперь спокойно ездят, и мама чувствует себя уверенно."
товары для детей,"Детская одежда (сапоги) пришла с небольшой задержкой — 6 дней. Упаковка из тонкой полиэтиленовой пленки, цвет — коричневый, как указано в описании. Размер — 32, подходит для ребёнка 3 лет. Ткань мягкая, не вызывает раздражения, ребёнок любит."
товары для детей,"Автокресло с функцией подъёма пришло в упаковке с наклейками, цвет — чёрный с белыми элементами, размер — 12-18 кг, как указано. Доставка заняла 4 дня, упаковка защитила детали от повреждений. Ребёнок доволен, кресло удобно и безопасно."
товары для детей,"Автокресло пришло с упаковкой из экологичного пластика, цвет — бежевый, как на фото. Размер — для детей от 9 месяцев до 18 кг, всё соответствует. Доставка заняла 5 дней, но в целом всё понравилось — надёжно и безопасно."
товары для детей,"Детская кроватка не соответствует описанию: длина на 10 см меньше, чем указано, и подъемные ножки не фиксируются. Ребёнок не может спать в ней, так как она постоянно дрожит при малейшем движении."
товары для детей,"Одежда для ребёнка (майка) пришла с небольшим отклонением по цвету — немного тёмнее, чем на фото. Упаковка — пластиковая, но не проникает влаги. Размер S, как и указывали, подошёл, только немного тонкая ткань, но для летнего сезона норм."
товары для детей,"Новая детская мебель — настоящий шедевр! Столик с мягкими ножками, очень стабилен, не скользит, и ребёнок уже каждый день сидит за ним, учится писать и рисовать — теперь всё в порядке!"
товары для детей,"Одежда приятного материала, не вызывает аллергии, дочь очень довольна."
товары для детей,"Одежда для ребёнка (пальто) — слишком маленькое по размеру, не помещается в рост 80 см. Ткань быстро выгорает на солнце, а крой — неудобный, обтягивает. Доставка была отменена из-за ошибки в адресе, и пришлось платить за пересылку."
товары для детей,"Игрушка пришла без запаха, ребёнок в восторге — каждый день просит играть! Удобная, безопасная и очень разнообразная — теперь у нас полноценная игровая зона."
товары для детей,"Коляска пришла вовремя, очень удобная и стильная! Дети с удовольствием садятся на неё, даже в самый жаркий день — всё чисто, легко складывается и не скрипит. Супер удовлетворён покупкой!"
товары для детей,"Одежда для ребёнка — фланелевое пальто, пришло в срок (5 дней), упаковка в пакете с защитным слоем, цвет — тёмно-серый, как на фото. Размер — 120/140, немного больше, чем указано, но хорошо сидит. Удобно, что упаковка не разорвалась."
товары для детей,"Игрушка для малышей — мягкая, с рисунками, упаковка из биоразлагаемого пластика. Цвет — оранжево-жёлтый, как на фото. Размер — 20 см, подойдёт для детей от 1 года. Запаха нет, ребёнок играет с ней каждый день."
товары для детей,"Игрушка из пластика, без запаха, детали качественные. Упаковка в коробке с защитным слоем, не повреждена при доставке."
товары для детей,"Одежда для ребёнка — ткань приятная, не стягивает. Размер соответствует, как указано в описании. Доставка была вовремя, упаковка упакована в пакет с защитой от пыли."
товары для детей,"Детская одежда (куртка) пришла в срок — через 5 дней. Упаковка была в коробке с логотипом, цвет — фиолетовый, как указано в описании. Размер — S, подошёл для ребёнка 3 лет. Ткань мягкая, не шуршит, не теряет форму, ребёнок носит каждый день."
товары для детей,"Детская кроватка с мягким подушечным покрытием — настоящий шедевр! Ребёнок спит спокойно, никаких прыганий и бурлений. Мама счастлива, что нашла такую безопасную и красивую мебель!"
товары для детей,"Товар для ухода за детьми (мыльный гель) — упаковка из экологичного пластика, цвет — фиолетовый, размер 200 мл. Пришёл за 5 дней. Вкус приятный, не оставляет следов на коже, но на упаковке непонятный шрифт — сложно прочитать."
товары для детей,"Автокресло прошло проверку, безопасно и легко устанавливается."
товары для детей,"Одежда тёплая, не пахнет, подошла по размеру."
товары для детей,"Детская мебель доставили в срок, коробка закрыта хорошо, пластика не подвергается деформации при нагрузке. Стол устойчивый, стабильный на полу."
товары для детей,"Детская мебель — диван с подушками, как указано в описании. Размеры соответствуют, подушки не вылезают, упаковка без повреждений, доставка — через 3 дня."
товары для детей,"Игрушка из пластика, не имеет резких углов, упаковка — в коробке с внутренними вкладками. Вес умеренный, детали не сдвигаются при игре."
товары для детей,"Новая детская кроватка — настоящий шедевр! Ребёнок уже спит спокойно, без боязни, подушка и матрас идеально подходят. Спасибо за качественный продукт!"
товары для детей,"Коляска удобная, хорошо сидит на дороге, защищает от вибраций."
товары для детей,"Мебель из твёрдого дерева, не скрипит, отлично подходит для детской комнаты."
товары для детей,"Коляска пришла с серьёзными дефектами — одна из передних опор ржавая, а ручка сломалась при первой попытке поднять. Доставка заняла 14 дней, хотя уведомления о сроке не приходили. Ребёнку не подошла по размеру — слишком тяжелая и неудобная для движения по улице."
товары для детей,"Одежда для ребёнка пришла быстро и в идеальном состоянии! Ткань мягкая, не стесняет движения, а ещё — очень красиво сидит. Дети в восторге, мы уже заказали ещё!"
товары для детей,"Коляска пришла вовремя, очень удобная и стильная! Дети любят садиться на неё, она отлично справляется с дорогой и везде удерживает малыша. Спасибо за качественный товар!"
товары для детей,"Одежда для ребёнка — размер 12 месяцев, ткань приятная на ощупь, не стирается. Упаковка с небольшим складом, но без повреждений."
товары для детей,"Мебель из дерева, стильная, ребёнок любит играть"
товары для детей,"Игрушка для 2-х лет — красная, с розовыми деталями, упаковка из картонной коробки с прозрачным плашком, всё как на фото. Пришла через 5 дней, ребенок в восторге, только немного не хватает звука в работе."
товары для детей,"Игрушка — с плохим качеством, на ней есть трещины и разрывы на шнурках. После 2-х дней игры она начала падать с пола. Стоит дороже, чем аналоги на AliExpress. Доставка заняла 14 дней — это не соответствует заявленным 3 дням."
товары для детей,"Одежда для малыша — не соответствует описанию по размеру. Покупал на 14 месяцев, а ребенок в ней не влезает. Ткань тонкая, быстро теряет форму, после 2 смен — появился запах. Качество не соответствует цене, особенно для детской одежды."
товары для детей,"Автокресло прошло тестирование, безопасно и легко устанавливается."
товары для детей,"Одежда для ребёнка пришла в срок, ткань очень мягкая и приятная к телу. Девочка носит её каждый день — любит и не скучает, даже на прогулках смотрит в неё с удовольствием!"
товары для детей,"Одежда для ребёнка — просто шедевр! Ткань мягкая, не шуршит, даже в холодильнике не теряет форму. Дочка в восторге, говорит, что это как будто она в сказке. Всё подошло по размеру, не перегревается, и в ней чувствуешь себя уверенно!"
товары для детей,"Коляска пришла вовремя, упаковка герметичная, детали собраны аккуратно. Регулировка высоты сидения работает плавно, материал сидений не скользит при движении."
товары для детей,"Детская мебель (кровать) пришла с небольшой задержкой — 7 дней. Упаковка из картонной коробки, цвет — бежевый, как указано в описании. Размер 120x70 см, подходит для детской комнаты площадью 10 м². Удобная, но немного тяжеловата при перемещении."
товары для детей,"Одежда для ребёнка пришла с небольшой разницей в размере — немного длиннее, чем указано. Ткань мягкая, не шуршит при движении."
товары для детей,"Автокресло превзошло все ожидания! Удобно, безопасно, легко устанавливается. После первой поездки ребёнок спокойно сидел, мама — в восторге!"
товары для детей,"Детская мебель — диван для малышей, пришла в срок (3 дня), упаковка плотная, цвет — бежевый, как указано. Размер — 120x70 см, немного меньше, чем в описании, но всё же подходит. Уход за ней прост, только нужно регулярно протирать."
товары для детей,"Детская одежда (шорты для мальчиков 3-4 лет) пришла вовремя — 5 дней. Упаковка была в пакетах с защитными вкладышами, цвет — красный, как на фото. Размер 32, но немного узкий, может быть лучше подойдёт для более крупных детей."
товары для детей,"Коляска пришла вовремя, очень красивая и удобная! Дети уже с утра садятся на неё, мама чувствует себя как в кресле — спокойно и комфортно. Ребёнок в восторге от того, как легко катится и как светится в солнце!"
товары для детей,"Детская мебель (диван для дошкольника) — слишком маленькая по размеру, не вписывается в детскую комнату. Детали скреплены плохо, на краях есть трещины. Стойка резко наклоняется при сидении ребёнка — опасно. Не подходит по назначению."
товары для детей,"Товар для ухода за детьми (мыло для рук) — упаковка из экологичной пленки, цвет — зелёный, как указано. Размер упаковки — 100 мл, достаточно на 3 недели. Доставка — за 5 дней. Никакого химического запаха, дети не раздражаются."
товары для детей,"Детская мебель качественная, не скрипит, хорошо подходит для маленьких детей."
товары для детей,"Одежда для малыша — слишком тонкая и быстро выцветает. В уходе — неудобно: не подходит для мытья в машинке, а после одного мытья ткань стала растрескиваться. Надо было выбирать более качественный вариант."
